,article_id,comment_counter,comment_id,text,reactions,post_time,author,replies,text_preprocessed
1584,14588647,source2_14588647_64_0,581054_0,Those filthy doctors! Learning things! Your dad should sue. Why didn't they know everything they needed to know all along!?,{},"Sep 28, 2013",Mambo Bananapatch,No,Those filthy doctors! Learning things! Your dad should sue. Why didn't they know everything they needed to know all along!?
1585,14588647,source2_14588647_64_1,581054_0," Also, rubbish. Anybody who has ever had an endoscopy will tell you that they have no idea what the doctors were talking about during the procedure, thanks to the drugs.",{},"Sep 28, 2013",Mambo Bananapatch,No,"Also, rubbish. Anybody who has ever had an endoscopy will tell you that they have no idea what the doctors were talking about during the procedure, thanks to the drugs."
1586,14588647,source2_14588647_65,872102_0,"Andrew is absolutely right and along with his colleague James Hansen can only be extremely frustrated that the world is only slowly adopting the only possible in time cure, the most renewable energy available, the user of the least renewable resource per KWhr produced, and by far the cleanest,safest and cheapest energy available to us:NUCLEAR POWERKnowing that France was able to go from 0 to 80% nuke in a little over 10 years while in the Green Parties wildest dreams (German Energiewende) it would take 40 years to do the same with wind and solar, Andrew could easily make the case that his Party's nuclear opposition makes them out as ghoul's who pay for their greed and silly dreams of a world powered by sunbeams and cool breezes in the coin of the blood of hundreds of millions of innocents who will die from fossil air pollution in the 30 year delay and the billions that will die when their stupidity drags us over the fast approaching warming precipice that their membership in the Denier community lets them ignoreAndrew tells us on his website that nuclear power is a great option for the rest of the world making him the world's only living breathing pro nuclear Green Party legislator. As a condition to his Green Party entry, Andy had to revise his earlier stance on nuclear power for BC with some devious argument but such sophistry is common with politicians. We understand Andy. Of course unlike his colleague Jim, Andy being a Green Party hack can't officially endorse James contention that&quot;suggesting that wind and solar will let us phase rapidly off fossil fuels in the United States, China, India, or the world as a whole is almost the equivalent of believing in the Easter Bunny and Tooth Fairy.'Good news this week Andy - the IFR folks at INR in Boise have just reported that their HTGR fuel is meltdown proof at temperatures hundreds of degrees higher than that found in reactor pressure vessel, useful when the Chinese commercial HTGR goes into service in 2017 with projected costs of a penny a kwh. This machine using Shell'ss $30 a barrel GTL process now producing diesel from gas in Qatar will be 70% devoted to making clean diesel at an even lower cost. With Chinese modular construction expertise that builds skyscrapers in weeks at 20% the cost of buildings taking years to construct in the west using our last century engineering skills, the Chinese expect to be shipping us the product in containers before 2020.Or with a paltry $2B in investment diverted from the stupid fascists Derharpenfuhrer's $10B's in wacky carbon capture nonsense, within 5 years, Canada's own Gen IV DMSR could be our major energy and industrial export.Google &quot;terrestrial-energy-will-make-integral&quot;If we don't take action in 20 years our bankrupt ghg spewing economies will be running on 40/90 cent/KWh wind/solar but getting all our energy from 17 cents a kwh gas while China is powered by penny a kwh Gen IV nuclear.",{},"Sep 28, 2013",seth,Yes,"Andrew is absolutely right and along with his colleague James Hansen can only be extremely frustrated that the world is only slowly adopting the only possible in time cure, the most renewable energy available, the user of the least renewable resource per KWh r produced, and by far the cleanest, safest and cheapest energy available to us:NUCLEAR POWER Knowing that France was able to go from 0 to 80% nuke in a little over 10 years while in the Green Parties wildest dreams (German Energiewende) it would take 40 years to do the same with wind and solar, Andrew could easily make the case that his Party's nuclear opposition makes them out as ghoul's who pay for their greed and silly dreams of a world powered by sunbeams and cool breezes in the coin of the blood of hundreds of millions of innocents who will die from fossil air pollution in the 30 year delay and the billions that will die when their stupidity drags us over the fast approaching warming precipice that their membership in the Denier community lets them ignore Andrew tells us on his website that nuclear power is a great option for the rest of the world making him the world's only living breathing pro nuclear Green Party legislator. As a condition to his Green Party entry, Andy had to revise his earlier stance on nuclear power for BC with some devious argument but such sophistry is common with politicians. We understand Andy. Of course unlike his colleague Jim, Andy being a Green Party hack can't officially endorse James contention that""suggesting that wind and solar will let us phase rapidly off fossil fuels in the United States, China, India, or the world as a whole is almost the equivalent of believing in the Easter Bunny and Tooth Fairy.'Good news this week Andy - the IFR folks at INR in Boise have just reported that their HTGR fuel is meltdown proof at temperatures hundreds of degrees higher than that found in reactor pressure vessel, useful when the Chinese commercial HTGR goes into service in 2017 with projected costs of a penny a kwh. This machine using Shell'ss $30 a barrel GTL process now producing diesel from gas in Qatar will be 70% devoted to making clean diesel at an even lower cost. With Chinese modular construction expertise that builds skyscrapers in weeks at 20% the cost of buildings taking years to construct in the west using our last century engineering skills, the Chinese expect to be shipping us the product in containers before 2020. Or with a paltry $2B in investment diverted from the stupid fascists Derharpenfuhrer's $10B's in wacky carbon capture nonsense, within 5 years, Canada's own Gen IV DMSR could be our major energy and industrial export. Google ""terrestrial-energy-will-make-integral""If we don't take action in 20 years our bankrupt ghg spewing economies will be running on 40/90 cent/KWh wind/solar but getting all our energy from 17 cents a kwh gas while China is powered by penny a kwh Gen IV nuclear."
1587,14588647,source2_14588647_65_0,872102_0,tsk tsk such incredible ignorance.Sodium reactors are run at atmospheric pressure. They cool down on their own when turned off - no need for cooling water.Thorium reactors can use either sodium or fluorine to transfer heat. They run at the same temperature as the fast breeder.My advice - learn to read before posting.,{},"Sep 28, 2013",seth,No,tsk tsk such incredible ignorance. Sodium reactors are run at atmospheric pressure. They cool down on their own when turned off - no need for cooling water. Thorium reactors can use either sodium or fluorine to transfer heat. They run at the same temperature as the fast breeder. My advice - learn to read before posting.
1588,14588647,source2_14588647_66,502087_0,Any denier worth his/her salt does in fact believe in climate change. It goes hand in hand with nature.,{},"Sep 29, 2013",House11,Yes,Any denier worth his/her salt does in fact believe in climate change. It goes hand in hand with nature.
1589,14588647,source2_14588647_66_0,502087_0,"So you've converted your beliefs to the IPCC orthodoxy? But you will continue to deny it outwardly, of course.",{},"Sep 29, 2013",SoundOff,No,"So you've converted your beliefs to the IPCC orthodoxy? But you will continue to deny it outwardly, of course."
1590,14588647,source2_14588647_67,507651_0,"Just a few short weeks ago,any claim that &quot;global warming&quot; has not been found for the last 15 years would have been denounced by many as the ravings of a DENIER.Now the IPCC says the same thing. Does that not make them DENIERS?All of a sudden &quot;two legs good.four legs bad&quot; has become &quot;two legs bad,four legs good&quot;.For a good look at how you are being misled by activists on the 'global warming' hysteria, google 'Suzuki in Australia'.",{},"Sep 29, 2013",wallyj180,Yes,"Just a few short weeks ago, any claim that ""global warming"" has not been found for the last 15 years would have been denounced by many as the ravings of a DENIER. Now the IPCC says the same thing. Does that not make them DENIERS? All of a sudden ""two legs good. four legs bad"" has become ""two legs bad, four legs good"".For a good look at how you are being misled by activists on the 'global warming' hysteria, google 'Suzuki in Australia'."
1591,14588647,source2_14588647_67_0,507651_0,"Nope.There's no &quot;hiatus&quot; or absence of warming over the last 15 years or 17 years. As the IPCC confirmed Friday...The world has already warmed 0.85degC from 1880 to 2012 and 0.6degC of that warming happened since 1950. 1983-2012 was likely the warmest 30-year period of the last 1400 years. Without the exceptionally warm year 1998, there is no slowdown, plateau, pause or speed bump in the rate of warming. The current pace of warming is happening 10 times faster than any time over the last 65 million years (back to the end-time of dinosaurs).",{},"Sep 29, 2013",SoundOff,No,"Nope.There's no ""hiatus"" or absence of warming over the last 15 years or 17 years. As the IPCC confirmed Friday...The world has already warmed 0.85degC from 1880 to 2012 and 0.6degC of that warming happened since 1950. 1983-2012 was likely the warmest 30-year period of the last 1400 years. Without the exceptionally warm year 1998, there is no slowdown, plateau, pause or speed bump in the rate of warming. The current pace of warming is happening 10 times faster than any time over the last 65 million years (back to the end-time of dinosaurs)."
1592,14588647,source2_14588647_67_1,507651_0," Yes, there is a hiatus and they can't explain it, except to see the heat must be &quot;hiding&quot;.And there are several historical period they can't account for at all.A theory that is right when the predictions are wrong.That's a different kind of science.Politically correct science.",{},"Sep 29, 2013",HJK,No,"Yes, there is a hiatus and they can't explain it, except to see the heat must be ""hiding"".And there are several historical period they can't account for at all. A theory that is right when the predictions are wrong. That's a different kind of science. Politically correct science."
1593,14588647,source2_14588647_67_2,507651_0," No hiatus? The IPCC itself says there is:&quot;All this week climate scientists and government representatives from close to 190 countries met to finalize the IPCC's fifth assessment for policymakers -- a report focused on current climate science and computer models that attempt to predict future trajectories.The report says there was a 15-year period between 1998 and 2012 where the temperature of land and air have flatlined, and referred to this as a &quot;temperature hiatus.&quot;&quot;",{},"Sep 29, 2013",HJK,No,"No hiatus? The IPCC itself says there is:""All this week climate scientists and government representatives from close to 190 countries met to finalize the IPCC's fifth assessment for policymakers -- a report focused on current climate science and computer models that attempt to predict future trajectories. The report says there was a 15-year period between 1998 and 2012 where the temperature of land and air have flatlined, and referred to this as a ""temperature hiatus."""""
1594,14588647,source2_14588647_67_3,507651_0," Please point to words in the actual IPCC report where there is any reference to a pause or hiatus or plateau or flat line or similar words. I've read the report and there's no such mention. It's a non-issue among climate scientists who study climate and not weather.The report does speak to a reduced warming trend over one non-climatically significant period attributed to some combination of the waning solar cycle, an uptick in volcanic activity, developing nation aerosol emissions, ocean wind/current shifts and possibly other reasons.These various reasons are mostly random events or cycles that make no difference over time except for aerosol emissions but even they seem to be reversing.The report says ...'The observed reduction in surface warming trend over the period 1998-2012 as compared to the period 1951-2012, is due in roughly equal measure to a reduced trend in radiative forcing and a cooling contribution from internal variability, which includes a possible redistribution of heat within the ocean (medium confidence). The reduced trend in radiative forcing is primarily due to volcanic eruptions and the timing of the downward phase of the 11-year solar cycle. ... and other anthropogenic forcing (dominated by the effects of aerosols) {9.4, Box 9.2, 10.3, Box 10.2, 11.3}'",{},"Sep 29, 2013",SoundOff,No,"Please point to words in the actual IPCC report where there is any reference to a pause or hiatus or plateau or flat line or similar words. I've read the report and there's no such mention. It's a non-issue among climate scientists who study climate and not weather. The report does speak to a reduced warming trend over one non-climatically significant period attributed to some combination of the waning solar cycle, an uptick in volcanic activity, developing nation aerosol emissions, ocean wind/current shifts and possibly other reasons. These various reasons are mostly random events or cycles that make no difference over time except for aerosol emissions but even they seem to be reversing. The report says ...'The observed reduction in surface warming trend over the period 1998-2012 as compared to the period 1951-2012, is due in roughly equal measure to a reduced trend in radiative forcing and a cooling contribution from internal variability, which includes a possible redistribution of heat within the ocean (medium confidence). The reduced trend in radiative forcing is primarily due to volcanic eruptions and the timing of the downward phase of the 11-year solar cycle. ... and other anthropogenic forcing (dominated by the effects of aerosols) {9.4, Box 9.2, 10.3, Box 10.2, 11.3}'"
1595,14588647,source2_14588647_67_4,507651_0," &quot;You've got to separate climate change from short term fluctuation in temperature and weather.&quot; says Rajendra Pachari, of the Inter-governmental Panel on Climate Change (IPCC). Well, according to IPCC, the 15 year period from 1998 was a short-term fluctuation compared to the much bigger picture from 1950 to present (or perhaps from 1801 to present, using modern records). Of course, even 200 years is an incredibly small period of time when compared to the 11000 years or so since Earth started to emerge from the last Ice Age, but it is comforting to know that the IPCC now considers 15 year periods to be &quot;weather&quot;, but 60 years represents &quot;climate&quot;.&quot;The current pace of warming is happening 10 times faster than any time over the last 65 million years&quot; (SoundOff ). I guess the scientists who discovered, by studying ice cores in Greenland, a 22 degree Fahrenheit rise in only 50 years at the end of the last Ice Age must have made a mistake somewhere.",{},"Sep 29, 2013",askthemoose,No,"""You've got to separate climate change from short term fluctuation in temperature and weather."" says Rajendra Pachari, of the Inter-governmental Panel on Climate Change (IPCC). Well, according to IPCC, the 15 year period from 1998 was a short-term fluctuation compared to the much bigger picture from 1950 to present (or perhaps from 1801 to present, using modern records). Of course, even 200 years is an incredibly small period of time when compared to the 11000 years or so since Earth started to emerge from the last Ice Age, but it is comforting to know that the IPCC now considers 15 year periods to be ""weather"", but 60 years represents ""climate"".""The current pace of warming is happening 10 times faster than any time over the last 65 million years"" (SoundOff ). I guess the scientists who discovered, by studying ice cores in Greenland, a 22 degree Fahrenheit rise in only 50 years at the end of the last Ice Age must have made a mistake somewhere."
1596,14588647,source2_14588647_68,176259_0,It's time to look at solutions and they will have to be many from all quarters.Industrial agriculture is responsible for up to 30% of the world's green house gases.Ecological agriculture and agroecology are excellent mitigation strategies to reduce GHG. Natural whole systems approaches turns away from costly fossil fuel based industrial fertilizers and uses green manure and natural soil enrichment processes instead. Ecological agriculture also acts as a carbon sink; actually pulls carbon from the air through plants and processes it into nitrogen that naturally replenishes soils. These are well known strategies but they do not make corporations lots of money. We need to start thinking outside the boxes we've put ourselves into.,{},"Sep 29, 2013",Loztep,Yes,It's time to look at solutions and they will have to be many from all quarters. Industrial agriculture is responsible for up to 30% of the world's green house gases. Ecological agriculture and agroecology are excellent mitigation strategies to reduce GHG. Natural whole systems approaches turns away from costly fossil fuel based industrial fertilizers and uses green manure and natural soil enrichment processes instead. Ecological agriculture also acts as a carbon sink; actually pulls carbon from the air through plants and processes it into nitrogen that naturally replenishes soils. These are well known strategies but they do not make corporations lots of money. We need to start thinking outside the boxes we've put ourselves into.
1597,14588647,source2_14588647_68_0,176259_0,30% seems high for all greenhouse gases. I think that's for methane (CH4) alone. The 12.5% of all greenhouse gases mentioned at the link below seems more reasonable.http://en.wikipedia.org/wiki/File:Greenhouse_Gas_by_Sector.png,{},"Sep 29, 2013",SoundOff,No,30% seems high for all greenhouse gases. I think that's for methane (CH4) alone. The 12.5% of all greenhouse gases mentioned at the link below seems more reasonable. http://en.wikipedia.org/wiki/File:Greenhouse_Gas_by_Sector.png
1598,14588647,source2_14588647_69,842343_0,An overly optimistic piece with too many 'we's' and 'us's'.I must assume he is referring to the world at large andnot in particular to Canada or Canadians.Our 1.8% of global emissions is slowly dropping withsome technological advancements. This is enough tooutpace our steady population increase.Many would like to see the oil sands completely shutdown which could lower our emissions to about 1.71%.This saving would be wiped out in 1 month by increasedemissions in 'developing' countries.This will not be happening no matter who is running thegovernment.The author talks about a 'low carbon' economy. This doesnot exist except in the imagination of some. There willbe small advancements coming as these become economicallyviable. Perhaps in the distant future we will have smallnuclear power packs to run everything along with anti-gravity devices.These green 'cheerleading' pieces are tiresome as theyalways without any specifics or detailed solutions.They are just green propaganda for the unknowing.,{},"Sep 28, 2013",chuckb46,Yes,An overly optimistic piece with too many 'we's' and 'us's'.I must assume he is referring to the world at large andnot in particular to Canada or Canadians. Our 1.8% of global emissions is slowly dropping with some technological advancements. This is enough to outpace our steady population increase. Many would like to see the oil sands completely shutdown which could lower our emissions to about 1.71%.This saving would be wiped out in 1 month by increased emissions in 'developing' countries. This will not be happening no matter who is running thegovernment. The author talks about a 'low carbon' economy. This doesnot exist except in the imagination of some. There willbe small advancements coming as these become economicallyviable. Perhaps in the distant future we will have small nuclear power packs to run everything along with anti-gravity devices. These green 'cheerleading' pieces are tiresome as they always without any specifics or detailed solutions. They are just green propaganda for the unknowing.
1599,14588647,source2_14588647_69_0,842343_0,"Dear Chuck,Did you know that Canada's 600 or so murders per year are 0.13% of the murders committed in the world each year? I mean really, especially given the recent fiscal deficit in Alberta, I think that we should just stop spending any money preventing murder in Alberta since a doubling of the murder rate in Alberta would only cause Canada's murder rate to rise to about 0.15% of the total murders in the world.What do you say, shall we start a campaign to say that murder in Alberta is not such a bad thing?http://www.statcan.gc.ca/tables-tableaux/sum-som/l01/cst01/legal12a-eng.htmhttp://en.wikipedia.org/wiki/List_of_countries_by_intentional_homicide_rate",{},"Sep 28, 2013",Globe and Mail commenter C650A7DFD424F9FED0F427B328332ED4590C4D235798EEE07EB556C2C8DE7CE2,No,"Dear Chuck, Did you know that Canada's 600 or so murders per year are 0.13% of the murders committed in the world each year? I mean really, especially given the recent fiscal deficit in Alberta, I think that we should just stop spending any money preventing murder in Alberta since a doubling of the murder rate in Alberta would only cause Canada's murder rate to rise to about 0.15% of the total murders in the world. What do you say, shall we start a campaign to say that murder in Alberta is not such a bad thing? http://www.statcan.gc.ca/tables-tableaux/sum-som/l01/cst01/legal12a-eng.htmhttp://en.wikipedia.org/wiki/List_of_countries_by_intentional_homicide_rate"
1600,14588647,source2_14588647_69_1,842343_0," GT: Difficult, for me, to make the connectionhere unless you are referencing the commentsof Suzuki who would like 'deniers' to be murderedor at least charged with war crimes.",{},"Sep 28, 2013",chuckb46,No,"GT: Difficult, for me, to make the connection here unless you are referencing the comments of Suzuki who would like 'deniers' to be murdered or at least charged with war crimes."
1601,14588647,source2_14588647_69_2,842343_0," Actually clean and green nuke power can save millions of lives from horrible air pollution deaths, is by far the cheapest energy there is and a fossil to nuclear conversion pays back at $40% per annum.",{},"Sep 28, 2013",seth,No,"Actually clean and green nuke power can save millions of lives from horrible air pollution deaths, is by far the cheapest energy there is and a fossil to nuclear conversion pays back at $40% per annum."
1602,14588647,source2_14588647_69_3,842343_0," Seth: You are, of course, correct about nuclearpower however you should know that your averagegreen activist would be just as likely to protest againstnuclear as they would be to protest oil.I am an expert on this as I live in a lefty inspired'Nuclear Free Zone City'. This means that some USnaval ships cannot visit us and spend money here.",{},"Sep 28, 2013",chuckb46,No,"Seth: You are, of course, correct about nuclear power however you should know that your average green activist would be just as likely to protest against nuclear as they would be to protest oil. I am an expert on this as I live in a lefty inspired'Nuclear Free Zone City'. This means that some US naval ships cannot visit us and spend money here."
1603,14588647,source2_14588647_69_4,842343_0," Oh, it's also against our municipal bylaws toset off a nuclear device within our city limits.",{},"Sep 28, 2013",chuckb46,No,"Oh, it's also against our municipal bylaws to set off a nuclear device within our city limits."
1604,14588647,source2_14588647_69_5,842343_0," How about: reduce, re-use, recycle?",{},"Sep 29, 2013",L.v,No,"How about: reduce, re-use, recycle?"
1605,14588647,source2_14588647_69_6,842343_0," What Greener Tory is saying is he/she is ready to have their taxes raised by whatever it takes and the money diverted from health care and education, etc. to pay for a massive wind farm on their street so that City Hall can run their computer system off of it.",{},"Sep 29, 2013",westernpalms,No,"What Greener Tory is saying is he/she is ready to have their taxes raised by whatever it takes and the money diverted from health care and education, etc. to pay for a massive wind farm on their street so that City Hall can run their computer system off of it."
1606,14588647,source2_14588647_69_7,842343_0, &quot;Our 1.8% of global emissions is slowly dropping withsome technological advancements.&quot;--------------------Emissions have ebbed lower because of manufacturing collapses.,{},"Sep 29, 2013",George Victor 1,No,"""Our 1.8% of global emissions is slowly dropping with some technological advancements.""--------------------Emissions have ebbed lower because of manufacturing collapses."
1607,14588647,source2_14588647_69_8,842343_0," Chuck doesn't read, GT. No progress to be made by providing links to the real world there.",{},"Sep 29, 2013",George Victor 1,No,"Chuck doesn't read, GT. No progress to be made by providing links to the real world there."
1608,14588647,source2_14588647_69_9,842343_0," You are correct Canada has actually made the most progress on emissions, has compared to all the other industrialised nations. Little issue has been made of the Obama administrations big fat zero decrease in emissions and they have in fact increased under this administration. The U.S. has 10 times the population of Canada yet has 15 times the emissions output. Go figure.",{},"Sep 29, 2013",Middlelane,No,"You are correct Canada has actually made the most progress on emissions, has compared to all the other industrialised nations. Little issue has been made of the Obama administrations big fat zero decrease in emissions and they have in fact increased under this administration. The U.S. has 10 times the population of Canada yet has 15 times the emissions output. Go figure."
1609,14588647,source2_14588647_69_10,842343_0," &quot;You are correct Canada has actually made the most progress on emissions, has compared to all the other industrialised nations.&quot;Source?Actually provide sources for all your statements because from beginning to end it is lies and fabrication.",{},"Sep 29, 2013",norinradd,No,"""You are correct Canada has actually made the most progress on emissions, has compared to all the other industrialised nations.""Source?Actually provide sources for all your statements because from beginning to end it is lies and fabrication."
1610,14588647,source2_14588647_69_11,842343_0, chuckb46 - nice to see someone actually look at the big picture. Unlike George Victor 1 who seems only capable of believing everything that is fed to him by the end of the world propagandists.,{},"Sep 29, 2013",wysiwyg,No,chuckb46 - nice to see someone actually look at the big picture. Unlike George Victor 1 who seems only capable of believing everything that is fed to him by the end of the world propagandists.
1611,14588647,source2_14588647_70,727690_0,"Right, even if they have to conduct a lottery for a majority who still buys this &quot;scientific&quot; dogma, and fudge the report, simply to save face!",{},"Sep 28, 2013",Armchair Politician,Yes,"Right, even if they have to conduct a lottery for a majority who still buys this ""scientific"" dogma, and fudge the report, simply to save face!"
1612,14588647,source2_14588647_70_0,727690_0,"No, this is real science as opposed to the anti-AGW propaganda being pumped out by foundations funded by oil and gas industries.btw, propaganda trumps science. What worries many of us is that it is working, as evidenced by comments like yours. You're incorrect, but you really don't seem to know or care.",{},"Sep 28, 2013",Byron Rottweiler,No,"No, this is real science as opposed to the anti-AGW propaganda being pumped out by foundations funded by oil and gas industries. btw, propaganda trumps science. What worries many of us is that it is working, as evidenced by comments like yours. You're incorrect, but you really don't seem to know or care."
1613,14588647,source2_14588647_71,100015_0,"Big oil doesn't feed us deniers, it's you believers saying a crisis WILL happen when science has NEVER said it WILL happen. Deny that.Yes, we all believe that science has for 30 years only agreed it just &quot;could be&quot; a crisis as science has NEVER agreed or said it will be a crisis so why are YOU saying it WILL be a crisis?Show us one single IPCC warning that says anything beyond &quot;could be&quot; a crisis and anywhere near &quot;WILL be&quot; an &quot;inevitable&quot; and &quot;eventual&quot; crisis. Science didn't lie, you did!This a &quot;threat to the planet&quot;? A real crisis needs certainty not probability and science could end this costly debate and shut down the denier machine just by changing their own consensus to a WILL be consensus. Deny that!",{},"Oct 2, 2013",MmemeMine,Yes,"Big oil doesn't feed us deniers, it's you believers saying a crisis WILL happen when science has NEVER said it WILL happen. Deny that. Yes, we all believe that science has for 30 years only agreed it just ""could be"" a crisis as science has NEVER agreed or said it will be a crisis so why are YOU saying it WILL be a crisis? Show us one single IPCC warning that says anything beyond ""could be"" a crisis and anywhere near ""WILL be"" an ""inevitable"" and ""eventual"" crisis. Science didn't lie, you did! This a ""threat to the planet""? A real crisis needs certainty not probability and science could end this costly debate and shut down the denier machine just by changing their own consensus to a WILL be consensus. Deny that!"
1614,14588647,source2_14588647_71_0,100015_0,You mean you haven't taken steps to protect yourself from that impending asteroid strike?,{},"Oct 2, 2013",askthemoose,No,You mean you haven't taken steps to protect yourself from that impending asteroid strike?
1615,14588647,source2_14588647_71_1,100015_0," There are multiple scenarios that descrbe how humans might react to carbon pollution. Scientists don't predict human behavior (too many irrational types like MmemeMine, [who keeps changing his monicker after he gets banned from this site I suppose]).Until a specific scenario is selected, the appropriate word for scientists to use is &quot;could&quot;.After a specific scenario is selected, the appropriate word for scientists to use is &quot;will&quot;, and they do use it in this situation.",{},"Oct 2, 2013",LPB,No,"There are multiple scenarios that describe how humans might react to carbon pollution. Scientists don't predict human behavior (too many irrational types like MmemeMine, [who keeps changing his monic ker after he gets banned from this site I suppose]).Until a specific scenario is selected, the appropriate word for scientists to use is ""could"".After a specific scenario is selected, the appropriate word for scientists to use is ""will"", and they do use it in this situation."
1616,14588647,source2_14588647_72,163707_0,"The weather changes every day, Andrew. And, from what I've read from around the world on this report, things are slowing down even though energy usage is growing really fast. So, I have to say that the science is not at all settled.Tell us, Andrew, in last weeks election in Germany the Greens lost of half of their votes. They really slipped back from 20% to 12%. Too much government resources on bad renewables? Massive escalations in energy costs due to huge green subsidies? Was it just a rainy day with a low turnout? What happened there?",{},"Sep 28, 2013",westernpalms,No,"The weather changes every day, Andrew. And, from what I've read from around the world on this report, things are slowing down even though energy usage is growing really fast. So, I have to say that the science is not at all settled. Tell us, Andrew, in last weeks election in Germany the Greens lost of half of their votes. They really slipped back from 20% to 12%. Too much government resources on bad renewables? Massive escalations in energy costs due to huge green subsidies? Was it just a rainy day with a low turnout? What happened there?"
1617,14588647,source2_14588647_73,556248_0,Climate change is a lie.,{},"Sep 29, 2013",Mike5,Yes,Climate change is a lie.
1618,14588647,source2_14588647_73_0,556248_0,"Oh really? Oh thank God! I was really starting to become worried. In fact I started adjusting my daily life to create less waste, use less energy and generally leave less of a negative impact on the planet. Climate change seemed irrefutable considering all of the facts and general consensus among learned scientists. I feel so relieved now that some guy on the internet says it's a lie! Now I can ditch all of my environmentally friendly practices and go back to a life of apathy and self-indulgence. Thank you Mike5, who apparently has more information than thousands of accredited scientists, thank you!",{},"Sep 29, 2013",Edmund Wells,No,"Oh really? Oh thank God! I was really starting to become worried. In fact I started adjusting my daily life to create less waste, use less energy and generally leave less of a negative impact on the planet. Climate change seemed irrefutable considering all of the facts and general consensus among learned scientists. I feel so relieved now that some guy on the internet says it's a lie! Now I can ditch all of my environmentally friendly practices and go back to a life of apathy and self-indulgence. Thank you Mike5, who apparently has more information than thousands of accredited scientists, thank you!"
1619,14588647,source2_14588647_73_1,556248_0, How did the liars get the planet to cooperate in their lie?,{},"Sep 29, 2013",SoundOff,No,How did the liars get the planet to cooperate in their lie?
1620,14588647,source2_14588647_74,977549_0,"At the start of a new season, a hockey coach, having input a variety of data into a sophisticated computer system, confidently (90%) predicts that his team will win the league title by 10 points. Part way through the season, the team goes through an &quot;unexpected&quot; slump and fails to win a single point for 15 games, at the end of which the coach is even more confident (at least 95%) that his team will win the league by 20 points.",{},"Sep 28, 2013",askthemoose,No,"At the start of a new season, a hockey coach, having input a variety of data into a sophisticated computer system, confidently (90%) predicts that his team will win the league title by 10 points. Part way through the season, the team goes through an ""unexpected"" slump and fails to win a single point for 15 games, at the end of which the coach is even more confident (at least 95%) that his team will win the league by 20 points."
1621,14588647,source2_14588647_75,463655_0,How can there be such certainty when the climate models have failed to predict no statistical warming since 1997 and the IPCC cannot agree on the climate sensitivity factor? For 70% of the history of the IPCC it has not warmed but they are more confident than ever. Heaven forbid that the great unwashed stop the gravy train.,{},"Sep 29, 2013",Frosty Canuck,Yes,How can there be such certainty when the climate models have failed to predict no statistical warming since 1997 and the IPCC cannot agree on the climate sensitivity factor? For 70% of the history of the IPCC it has not warmed but they are more confident than ever. Heaven forbid that the great unwashed stop the gravy train.
1622,14588647,source2_14588647_75_0,463655_0,There model is a joke. All they have proven is that it is wrong and does not work.That may be very good news or very bad news,{},"Sep 29, 2013",Jay from Canada,No,There model is a joke. All they have proven is that it is wrong and does not work. That may be very good news or very bad news
1623,14588647,source2_14588647_75_1,463655_0," Models don't predict unusual random events like the super warm year of 1998, caused by the biggest South Pacific El Nino episode in recorded history. As such, using this year either at or near the starting point for a climate trend is an unscientific cherry pick intended to distort the true picture. Doing so violates the Statistics 101 rule for the applicability of the Ordinary Least Squares trending methodology (i.e. anomalous data points need to be evenly distributed through the data set to produce a valid trend).Without the exceptionally warm year of 1998, there is no slowdown, plateau, pause or speed bump in the rate of warming and the current pace of warming is aligned with the long term trend for any reasonable timeframe measured.",{},"Sep 29, 2013",SoundOff,No,"Models don't predict unusual random events like the super warm year of 1998, caused by the biggest South Pacific El Nino episode in recorded history. As such, using this year either at or near the starting point for a climate trend is an unscientific cherry pick intended to distort the true picture. Doing so violates the Statistics 101 rule for the applicability of the Ordinary Least Squares trending methodology (i.e. anomalous data points need to be evenly distributed through the data set to produce a valid trend).Without the exceptionally warm year of 1998, there is no slowdown, plateau, pause or speed bump in the rate of warming and the current pace of warming is aligned with the long term trend for any reasonable timeframe measured."
